iter	Logloss
698	0.2234622339
699	0.2233112541
700	0.2232272094
701	0.223148141
702	0.2230671476
703	0.222964488
704	0.2229011883
705	0.2228631596
706	0.2228559272
707	0.2227908499
708	0.2227174304
709	0.2226219263
710	0.2225686171
711	0.2224646633
712	0.2223697882
713	0.2223332107
714	0.2222637282
715	0.2222552105
716	0.2221344115
717	0.2220732092
718	0.2219742977
719	0.2219161552
720	0.2218836989
721	0.2218474016
722	0.2217955879
723	0.22173136
724	0.2216577296
725	0.221541096
726	0.2214477207
727	0.2213437353
728	0.2213012745
729	0.2211777547
730	0.2211526759
731	0.2211299534
732	0.2210913361
733	0.2210723723
734	0.2209673644
735	0.2209069445
736	0.2208595196
737	0.2207990314
738	0.2207899028
739	0.2207068952
740	0.2206999431
741	0.2206148522
742	0.2205762198
743	0.2204955141
744	0.220428007
745	0.2203801882
746	0.2203579196
747	0.2202049979
748	0.2200858475
749	0.2200258104
750	0.2199367582
751	0.2198589144
752	0.2198534326
753	0.2197893125
754	0.2197132885
755	0.2196714181
756	0.2196264364
757	0.2195538126
758	0.2194956783
759	0.2193598001
760	0.2191875562
761	0.2191471352
762	0.2191016205
763	0.2190624052
764	0.2190376249
765	0.218946795
766	0.2188974692
767	0.2188597885
768	0.2188158071
769	0.2187940544
770	0.21875078
771	0.2187048557
772	0.2186425625
773	0.2185691014
774	0.2185304725
775	0.2184422679
776	0.2184285671
777	0.2183740664
778	0.2183223421
779	0.2182802262
780	0.2182568381
781	0.2182233272
782	0.2181202209
783	0.2180318038
784	0.2179192556
785	0.2178722405
786	0.2177734734
787	0.2177205436
788	0.217680783
789	0.2176410888
790	0.2175575507
791	0.2174902354
792	0.2174767695
793	0.2174387487
794	0.2173937834
795	0.2173229497
796	0.2172628952
797	0.217195772
798	0.217176557
799	0.2171136652
800	0.2170808824
801	0.2169999765
802	0.216883126
803	0.2168184344
804	0.2167770139
805	0.2167314033
806	0.2166648469
807	0.2166251566
808	0.2166052222
809	0.2165454078
810	0.2164806211
811	0.2164062543
812	0.2164015869
813	0.2162590622
814	0.2162252412
815	0.2161972561
816	0.2161623588
817	0.2161077827
818	0.2160297539
819	0.2159616997
820	0.2159422665
821	0.2159146943
822	0.2158194057
823	0.2157887944
824	0.2157573858
825	0.2157446871
826	0.2156559146
827	0.2156362325
828	0.2156097665
829	0.215597789
830	0.215551756
831	0.2154615419
832	0.2154042728
833	0.2153663893
834	0.2153242488
835	0.2153117392
836	0.2152454552
837	0.215226759
838	0.2151639918
839	0.2150956357
840	0.2150778943
841	0.2150217611
842	0.214983043
843	0.2148657943
844	0.214816965
845	0.2147462753
846	0.2146805586
847	0.2145822633
848	0.2144882596
849	0.2144056485
850	0.2143391578
851	0.214239145
852	0.2141905634
853	0.2141170062
854	0.2140231287
855	0.2139705021
856	0.2139303404
857	0.21384512
858	0.2138073442
859	0.2137471121
860	0.2136791451
861	0.2135992856
862	0.2135312776
863	0.2134212326
864	0.2132704277
865	0.2132420756
866	0.2131715049
867	0.2131440144
868	0.213097145
869	0.2130185623
870	0.2129229155
871	0.2128868987
872	0.2128212
873	0.2127918249
874	0.2127356556
875	0.2126817751
876	0.2126127828
877	0.2125812518
878	0.2125440579
879	0.2124871744
880	0.2124189121
881	0.2123687294
882	0.2123033468
883	0.2121941368
884	0.212161424
885	0.2120883783
886	0.2119470562
887	0.211883751
888	0.2117592282
889	0.211684938
890	0.2116564049
891	0.2116236132
892	0.2115682828
893	0.2115014405
894	0.2114104803
895	0.211283739
896	0.2112461059
897	0.2111450234
898	0.211110076
899	0.2110496503
900	0.2110079778
901	0.2109775117
902	0.2109420378
903	0.2108609999
904	0.2107975217
905	0.2107592521
906	0.2106950368
907	0.2106588816
908	0.2105402175
909	0.2104859451
910	0.2104601771
911	0.2103867519
912	0.2103123091
913	0.2102575014
914	0.2102475119
915	0.2101672311
916	0.2101272236
917	0.210068567
918	0.210036519
919	0.2099844739
920	0.2099063862
921	0.2098725318
922	0.2097632722
923	0.2096476566
924	0.2095958244
925	0.2095538659
926	0.2095012068
927	0.2093975802
928	0.2093434193
929	0.2092205832
930	0.2091901188
931	0.2091161652
932	0.2090992069
933	0.2090880614
934	0.2090364391
935	0.2089758557
936	0.2089101067
937	0.2088583179
938	0.2087986448
939	0.208747871
940	0.208695791
941	0.2086469985
942	0.2085292982
943	0.2085006143
944	0.2084746337
945	0.2084606072
946	0.2084113669
947	0.2083778252
948	0.2082994833
949	0.2082692335
950	0.2082105058
951	0.2081437319
952	0.2080896905
953	0.2080711361
954	0.2080474208
955	0.2080005872
956	0.2079844446
957	0.2079459991
958	0.2078259546
959	0.2077178354
960	0.2076918555
961	0.2076430165
962	0.2075933637
963	0.2075358813
964	0.2075253308
965	0.207481506
966	0.2074438208
967	0.2074334271
968	0.2073271785
969	0.2071924831
970	0.2071754432
971	0.2071280425
972	0.2070722924
973	0.206969994
974	0.2069113138
975	0.2068513981
976	0.2067790986
977	0.2067321556
978	0.2066610305
979	0.2065564389
980	0.206493734
981	0.2064395581
982	0.2064009662
983	0.2063723958
984	0.2062556694
985	0.2061944348
986	0.2060649336
987	0.2060357431
988	0.205983647
989	0.2059492975
990	0.2058815788
991	0.2057231613
992	0.2057013373
993	0.2056022688
994	0.2055647586
995	0.2054948032
996	0.2053588818
997	0.2052648427
998	0.2051590974
999	0.2049994586

